Date,10-Year Breakeven Inflation Rate,10-Year Treasury Constant Maturity Rate,30-Year Treasury Constant Maturity Rate,5-Year Breakeven Inflation Rate,5-Year Treasury Constant Maturity Rate,Crude Oil Prices: Brent - Europe_std_5,Crude Oil Prices: Brent - Europe_skew_5,Crude Oil Prices: Brent - Europe_kurt_5,Crude Oil Prices: Brent - Europe_std_20,Crude Oil Prices: Brent - Europe_skew_20,Crude Oil Prices: Brent - Europe_kurt_20,GOLD_std_5,GOLD_skew_5,GOLD_kurt_5,GOLD_std_20,GOLD_skew_20,GOLD_kurt_20,US Dollar/USDX_std_5,US Dollar/USDX_skew_5,US Dollar/USDX_kurt_5,US Dollar/USDX_std_20,US Dollar/USDX_skew_20,US Dollar/USDX_kurt_20,VIX_std_5,VIX_skew_5,VIX_kurt_5,VIX_std_20,VIX_skew_20,VIX_kurt_20
2007-01-31,2.43,4.83,4.93,2.42,4.82,0.761038763795882,0.8542963387723204,-0.031145906740491117,1.9624579110471596,-0.02228956465970869,-1.0873608833231894,3.3131178669033488,0.6591617901776679,-2.825225503913545,14.823888082913244,-0.19647618355226226,-1.3269296880909658,0.2500593624613043,-1.4551167863822023,2.9304435574259364,0.3323678764570408,-1.2907700163785654,2.1585833299858193,0.3870787588013108,-1.1219591150028698,1.7231995720243336,0.6624585596589386,0.17120304557544586,-0.9216105430018512
2007-02-01,2.42,4.84,4.93,2.41,4.84,0.9825731524929628,0.3899326946780938,-2.9563096364900865,1.9719967839196582,-0.004779379249087452,-1.0626816879722747,6.5608307400811645,1.644972267270459,2.3522029883778157,16.263533635584537,-0.10427577784397728,-1.1994333958542711,0.2974052958079068,-0.17391622456431055,-2.4833451485291143,0.2558477090393869,-0.44199763162182265,-0.2560299762668295,0.4813832467838549,-0.032912397184019566,-2.0603072138225578,0.637845068367761,0.3345237206386194,-0.7277973139449128
2007-02-02,2.41,4.83,4.93,2.42,4.82,1.1213251089670422,-0.5332989853952336,-3.2243021457772736,2.1083852639052068,0.06478928956999339,-1.1551045412371836,6.532954921013447,1.6473225447568762,2.3815887875406774,15.661367151453648,-0.29493482242218977,-1.008278891263316,0.2300650436678064,-0.40604892794711933,-3.0043105075158305,0.21725838532790515,-0.13084649744228566,-0.8529639020991288,0.5543734048952077,0.8003286546056962,-0.7456916675213705,0.6524567090455318,0.5020400306537997,-0.6013792088413012
2007-02-05,2.4,4.81,4.91,2.4,4.8,1.4148674849610234,-0.1043090514451894,1.797865970885385,2.387104114325886,0.2081268013337237,-0.8267622480708715,6.041109169680152,1.4805283557248652,2.3570123633488973,14.962249866000452,-0.4730839473789941,-0.7274771068744179,0.225100630579702,-0.4546989759244561,-3.0937929296287074,0.20798493605265067,-0.3176576067761658,-0.5468804406295114,0.326542490836289,0.7455089169883079,1.1126161454962744,0.5847851431348986,0.5637116987528725,-0.2878346615916513
2007-02-06,2.37,4.77,4.87,2.38,4.76,0.9288971956034284,0.7511238830601701,-1.7630754971015286,2.547774828933545,0.09129286083208853,-1.058556790986782,5.415764027355106,0.9160565744300292,1.2843678820621882,14.139469533338538,-0.6032767529295768,-0.39190855149525705,0.20535429248037126,0.3939271902885607,-2.094301932975174,0.19559037742164465,-0.2398489484538095,-0.3718677229309441,0.2212915734496583,-0.6022937892479525,-0.13705403002336305,0.5131109891219602,0.5353156541466154,0.026591541228164827
2007-02-07,2.34,4.74,4.86,2.36,4.74,0.8635565991872836,-0.3408468875291445,-2.7468512400234704,2.679798499887628,-0.048116773470336736,-1.1516144377354771,5.414263569498028,0.33801703788940674,0.39034218010425786,12.757566382347276,-0.5940603919369822,-0.3678335707142842,0.17874699944326392,0.3900428695440557,-1.2056633741032303,0.19501422150793812,-0.23974237817965,-0.3507450209475219,0.22376320246977924,-0.1548871534607699,-0.8624494000459914,0.43982775312793704,0.3014686220588195,-0.5252555746113035
2007-02-08,2.34,4.73,4.81,2.36,4.73,0.7377194588730227,-0.3075204581298691,-2.2357804504114065,2.692939843368205,-0.2617633532574368,-1.1009949038416351,4.072867540197364,-0.7424919192972296,-0.5127046229524623,11.397124521931744,-0.4564146693677259,-0.7825987681680676,0.15993885875791247,0.7691165065977644,-1.419945220569711,0.20102387249785508,-0.04066211361113057,-0.6183556750439977,0.22083927778019247,-0.731192963077583,0.13094696573734765,0.39806474989665663,0.33446188032280344,-0.2158049049980296
2007-02-09,2.36,4.79,4.87,2.37,4.78,0.6570159815407112,-0.1115998860674884,-2.5669874315636023,2.6531151501583894,-0.4873656296918253,-0.8463862209217612,5.623899892422734,1.2437338282599186,2.2771636983480636,11.148758191409582,-0.22055193858985914,-0.6732927731091138,0.14976819350318113,1.3939958893280835,1.8201792572968012,0.1815319020743473,-0.14767978270016965,-0.6017315109141607,0.29928274350644085,1.3374333767776614,2.1078693335837806,0.4092432541242871,0.3010379885559493,-0.4722757301605132
2007-02-12,2.34,4.8,4.88,2.34,4.8,1.0984398026291329,-1.1545207946990226,1.5481152304481032,2.378922522576349,-0.5247152802158463,-0.591249097082745,5.677521466273068,0.4661881787820056,-3.1746516907496933,11.220101791450968,-0.22322096750268708,-0.4670074755650752,0.1787471061563553,1.6262432105313032,2.690534195877172,0.18731956077169007,-0.1426162388000578,-0.7734185955167961,0.5304998665180426,0.8838458782882673,-0.5088194872987503,0.4495951188504965,0.37492954298865855,-0.3253787101527857
2007-02-13,2.36,4.82,4.9,2.36,4.81,1.0984398026291426,0.05937158168577353,-0.7489826905668101,2.195314328291046,-0.6927748840076369,0.04956025271040845,6.085700452699834,-0.4555345386777486,-2.4781913075151416,11.238485042594707,-0.1302047519706924,-0.2999736935267925,0.1849332493312843,1.6478859298504989,2.507645298252138,0.18964257027677192,0.06473990883331923,-0.8731431343606314,0.5723810109583924,1.0077086168990437,-0.886828023200484,0.4561497678511234,0.4785306187906455,-0.3930081585219004
