Date,10-Year Breakeven Inflation Rate,10-Year Treasury Constant Maturity Rate,30-Year Treasury Constant Maturity Rate,5-Year Breakeven Inflation Rate,5-Year Treasury Constant Maturity Rate,Crude Oil Prices: Brent - Europe_std_5,Crude Oil Prices: Brent - Europe_skew_5,Crude Oil Prices: Brent - Europe_kurt_5,Crude Oil Prices: Brent - Europe_std_20,Crude Oil Prices: Brent - Europe_skew_20,Crude Oil Prices: Brent - Europe_kurt_20,GOLD_std_5,GOLD_skew_5,GOLD_kurt_5,GOLD_std_20,GOLD_skew_20,GOLD_kurt_20,US Dollar/USDX_std_5,US Dollar/USDX_skew_5,US Dollar/USDX_kurt_5,US Dollar/USDX_std_20,US Dollar/USDX_skew_20,US Dollar/USDX_kurt_20,VIX_std_5,VIX_skew_5,VIX_kurt_5,VIX_std_20,VIX_skew_20,VIX_kurt_20
2007-01-31,2.43,4.83,4.93,2.42,4.82,0.761038763795882,0.8542963387723204,-0.0311459067404911,1.9624579110471596,-0.0222895646597086,-1.0873608833231894,3.313117866903349,0.6591617901776679,-2.825225503913545,14.823888082913246,-0.1964761835522622,-1.3269296880909658,0.2500593624613043,-1.4551167863822023,2.9304435574259364,0.3323678764570408,-1.2907700163785654,2.158583329985819,0.3870787588013108,-1.1219591150028698,1.7231995720243336,0.6624585596589386,0.1712030455754458,-0.9216105430018512
2007-02-01,2.42,4.84,4.93,2.41,4.84,0.9825731524929628,0.3899326946780938,-2.9563096364900865,1.971996783919658,-0.0047793792490874,-1.0626816879722747,6.560830740081165,1.644972267270459,2.3522029883778157,16.26353363558454,-0.1042757778439772,-1.1994333958542711,0.2974052958079067,-0.1739162245643105,-2.4833451485291143,0.2558477090393868,-0.4419976316218226,-0.2560299762668295,0.4813832467838548,-0.0329123971840195,-2.0603072138225578,0.637845068367761,0.3345237206386194,-0.7277973139449128
2007-02-02,2.41,4.83,4.93,2.42,4.82,1.1213251089670422,-0.5332989853952336,-3.224302145777274,2.108385263905207,0.0647892895699933,-1.1551045412371836,6.532954921013448,1.6473225447568762,2.3815887875406774,15.661367151453648,-0.2949348224221897,-1.008278891263316,0.2300650436678064,-0.4060489279471194,-3.0043105075158305,0.2172583853279051,-0.1308464974422856,-0.8529639020991288,0.5543734048952077,0.8003286546056962,-0.7456916675213705,0.6524567090455318,0.5020400306537997,-0.6013792088413012
2007-02-05,2.4,4.81,4.91,2.4,4.8,1.414867484961023,-0.1043090514451893,1.797865970885385,2.387104114325886,0.2081268013337237,-0.8267622480708715,6.041109169680153,1.4805283557248652,2.357012363348897,14.962249866000452,-0.473083947378994,-0.7274771068744179,0.2251006305797019,-0.4546989759244561,-3.0937929296287074,0.2079849360526506,-0.3176576067761658,-0.5468804406295114,0.326542490836289,0.7455089169883079,1.1126161454962744,0.5847851431348986,0.5637116987528725,-0.2878346615916513
2007-02-06,2.37,4.77,4.87,2.38,4.76,0.9288971956034284,0.75112388306017,-1.7630754971015286,2.547774828933545,0.0912928608320885,-1.058556790986782,5.415764027355105,0.9160565744300292,1.2843678820621882,14.139469533338538,-0.6032767529295768,-0.391908551495257,0.2053542924803712,0.3939271902885607,-2.094301932975174,0.1955903774216446,-0.2398489484538095,-0.371867722930944,0.2212915734496583,-0.6022937892479525,-0.137054030023363,0.5131109891219602,0.5353156541466154,0.0265915412281648
2007-02-07,2.34,4.74,4.86,2.36,4.74,0.8635565991872836,-0.3408468875291445,-2.746851240023471,2.679798499887628,-0.0481167734703367,-1.1516144377354771,5.414263569498028,0.3380170378894067,0.3903421801042578,12.757566382347278,-0.5940603919369822,-0.3678335707142842,0.1787469994432639,0.3900428695440557,-1.2056633741032303,0.1950142215079381,-0.23974237817965,-0.3507450209475219,0.2237632024697792,-0.1548871534607699,-0.8624494000459914,0.439827753127937,0.3014686220588194,-0.5252555746113035
2007-02-08,2.34,4.73,4.81,2.36,4.73,0.7377194588730227,-0.3075204581298691,-2.2357804504114065,2.692939843368205,-0.2617633532574368,-1.1009949038416351,4.072867540197364,-0.7424919192972296,-0.5127046229524623,11.397124521931746,-0.4564146693677259,-0.7825987681680676,0.1599388587579124,0.7691165065977644,-1.419945220569711,0.201023872497855,-0.0406621136111305,-0.6183556750439977,0.2208392777801925,-0.731192963077583,0.1309469657373476,0.3980647498966566,0.3344618803228034,-0.2158049049980295
2007-02-09,2.36,4.79,4.87,2.37,4.78,0.6570159815407112,-0.1115998860674884,-2.5669874315636023,2.653115150158389,-0.4873656296918253,-0.8463862209217612,5.623899892422734,1.2437338282599186,2.277163698348064,11.148758191409582,-0.2205519385898591,-0.6732927731091138,0.1497681935031811,1.3939958893280835,1.8201792572968012,0.1815319020743473,-0.1476797827001696,-0.6017315109141607,0.2992827435064408,1.3374333767776614,2.1078693335837806,0.4092432541242871,0.3010379885559492,-0.4722757301605132
2007-02-12,2.34,4.8,4.88,2.34,4.8,1.098439802629133,-1.1545207946990226,1.5481152304481032,2.378922522576349,-0.5247152802158463,-0.591249097082745,5.677521466273069,0.4661881787820056,-3.1746516907496933,11.220101791450968,-0.223220967502687,-0.4670074755650752,0.1787471061563553,1.6262432105313032,2.690534195877172,0.1873195607716901,-0.1426162388000578,-0.7734185955167961,0.5304998665180426,0.8838458782882673,-0.5088194872987503,0.4495951188504965,0.3749295429886585,-0.3253787101527857
2007-02-13,2.36,4.82,4.9,2.36,4.81,1.0984398026291426,0.0593715816857735,-0.7489826905668101,2.195314328291046,-0.6927748840076369,0.0495602527104084,6.085700452699834,-0.4555345386777485,-2.4781913075151416,11.238485042594707,-0.1302047519706924,-0.2999736935267925,0.1849332493312843,1.6478859298504989,2.507645298252138,0.1896425702767719,0.0647399088333192,-0.8731431343606314,0.5723810109583924,1.0077086168990437,-0.886828023200484,0.4561497678511234,0.4785306187906455,-0.3930081585219004
